Year,"Consumer Prices, Food Indices (2015 = 100)","Consumer Prices, General Indices (2015 = 100)",Food price inflation
2000,36.10881783333333,51.938864833333334,
2001,38.818498749999996,51.60293158333334,7.617519666666666
2002,39.83047133333333,51.712054583333334,2.633175
2003,40.375958499999996,52.19905074999999,1.4036868333333334
2004,43.55421175000001,54.45370375000001,7.862858166666666
2005,47.720583000000005,58.055957250000006,9.584247416666667
2006,51.38666741666666,61.4294065,7.812020749999999
2007,58.53134416666668,66.77918758333334,13.78019725
2008,77.86229591666667,82.87086950000001,33.628242666666665
2009,77.02883683333333,81.84184741666667,-0.7937115833333331
2010,80.3203775,85.11257116666668,4.34402925
2011,85.52864941666667,89.77541874999999,6.474133583333334
2012,88.23971300000001,92.40971325,3.2437319166666665
2013,91.66408266666667,95.12806049999999,3.8704925000000006
2014,96.144921,98.79590216666668,4.905246833333333
2015,100.01284533333332,100.00509691666666,4.0260117499999994
2016,105.606004,103.02439058333334,5.587769916666667
2017,109.18388800000002,106.02511558333333,3.4169260000000006
2018,111.86396708333336,108.6323635,2.4547404166666666
2019,114.18010925,110.74262849999998,2.070483249999999
2020,119.48582441666667,113.99878883333334,4.644016333333334
2021,122.2143828888889,116.63242722222223,2.913682111111111
